,1.0,3.5,6.0,8.5,11.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0
39,0.0,8.210818828033533,0.0,0.0,0.0
40,0.0,0.0,11.42248948302716,0.0,0.0
41,0.0,8.210818828033533,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0
43,8.18816390612055,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0
45,8.18816390612055,0.0,0.0,0.0,1.1591514169487556
46,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0
48,0.0,8.210818828033533,0.0,0.0,0.0
49,17.803328115774278,0.0,0.0,1.6368208410576646,0.0
50,0.0,9.196117087397557,0.0,1.800502925163431,0.606885558611914
51,15.57790085135073,8.210818828033533,5.235532975930952,10.527782257480274,13.224985248206005
52,16.3763278122411,0.0,0.0,0.0,0.606885558611914
53,0.0,8.210818828033533,4.476355316954647,2.481947458644724,0.606885558611914
54,13.053336132588182,17.128680192942,6.0522964792537906,22.215787223288537,22.19195519931323
55,0.0,0.0,0.0,1.800502925163431,0.0
56,0.0,19.790499838784875,4.5130533650485996,0.0,0.6675741144731053
57,9.006980296732605,11.929589140001557,4.803008272516203,9.161823421621598,0.6736429700592245
58,26.324458158208927,9.191147010463386,4.493996488459178,2.9965980984666896,24.14757336262201
59,9.94099299085788,9.126670277112074,4.947830800539579,3.389277639824261,15.492536108905986
60,9.133338862613606,51.62958413161947,14.249779172645349,22.29115800038881,23.31490791620478
61,22.34549929980298,16.066214114785137,41.94906362300635,2.463744201559196,4.065448267936617
62,16.65504690865733,24.65478572183371,4.03275253779698,40.45800827619789,47.120557700211165
